Cruise,Bottle Number,Sample Type,Depth [m],Sample Volume [m^3],Sample Time,Filter Diameter [mm],Filter Pore Size [um],Parameter Name,Parameter Value,Parameter Units,Laboratory,Researcher,Analysis Method,Comment Name,Comment Value
simz2013c29,NetTow,vertical net tow,31,12.96,10:48 AM,,200 µm,CAL1939_calanoida_A450,4.000,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c29,NetTow,vertical net tow,31,12.96,10:48 AM,,200 µm,POD1951_podoplea_A450,0.530,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c29,NetTow,vertical net tow,31,12.96,10:48 AM,,200 µm,OS1022_polychaeta_A450,0.300,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c29,NetTow,vertical net tow,31,12.96,10:48 AM,,200 µm,SAB1182_sabellariidae_A450,0.127,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c29,NetTow,vertical net tow,31,12.96,10:48 AM,,200 µm,SPI1181_spionidae_A450,0.047,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c29,NetTow,vertical net tow,31,12.96,10:48 AM,,200 µm,TUNI931_tunicata_A450,3.946,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c29,NetTow,vertical net tow,31,12.96,10:48 AM,,200 µm,ECHI1712_echinoidea_A450,1.093,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c29,NetTow,vertical net tow,31,12.96,10:48 AM,,200 µm,BRAC2467_brachyura_A450,0.047,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c29,NetTow,vertical net tow,31,12.96,10:48 AM,,200 µm,ANOM2380_anomura_A450,0.110,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c30,NetTow,vertical net tow,32,14.04,12:46 PM,,200 µm,B1006_barnacles_A650,0.227,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c30,NetTow,vertical net tow,32,14.04,12:46 PM,,200 µm,M2B_mussels_A650,0.057,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c30,NetTow,vertical net tow,32,14.04,12:46 PM,,200 µm,CAL903_calanoida_A650,0.814,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c30,NetTow,vertical net tow,32,14.04,12:46 PM,,200 µm,CAL1939_calanoida_A650,4.000,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c30,NetTow,vertical net tow,32,14.04,12:46 PM,,200 µm,POD1951_podoplea_A650,0.326,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c30,NetTow,vertical net tow,32,14.04,12:46 PM,,200 µm,OS1022_polychaeta_A650,0.168,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c30,NetTow,vertical net tow,32,14.04,12:46 PM,,200 µm,SAB1182_sabellariidae_A650,0.548,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c30,NetTow,vertical net tow,32,14.04,12:46 PM,,200 µm,SPI1181_spionidae_A650,0.037,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c30,NetTow,vertical net tow,32,14.04,12:46 PM,,200 µm,TUNI931_tunicata_A650,2.564,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c30,NetTow,vertical net tow,32,14.04,12:46 PM,,200 µm,ECHI1712_echinoidea_A650,0.455,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c30,NetTow,vertical net tow,32,14.04,12:46 PM,,200 µm,BRAC2467_brachyura_A650,0.036,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c30,NetTow,vertical net tow,32,14.04,12:46 PM,,200 µm,ANOM2380_anomura_A650,0.056,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c30,NetTow,vertical net tow,32,14.04,12:46 PM,,200 µm,B1006_barnacles_A450,0.448,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c30,NetTow,vertical net tow,32,14.04,12:46 PM,,200 µm,M2B_mussels_A450,0.092,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c30,NetTow,vertical net tow,32,14.04,12:46 PM,,200 µm,CAL903_calanoida_A450,1.671,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c30,NetTow,vertical net tow,32,14.04,12:46 PM,,200 µm,CAL1939_calanoida_A450,4.000,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c30,NetTow,vertical net tow,32,14.04,12:46 PM,,200 µm,POD1951_podoplea_A450,0.667,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c30,NetTow,vertical net tow,32,14.04,12:46 PM,,200 µm,OS1022_polychaeta_A450,0.335,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c30,NetTow,vertical net tow,32,14.04,12:46 PM,,200 µm,SAB1182_sabellariidae_A450,1.138,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c30,NetTow,vertical net tow,32,14.04,12:46 PM,,200 µm,SPI1181_spionidae_A450,0.046,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c30,NetTow,vertical net tow,32,14.04,12:46 PM,,200 µm,TUNI931_tunicata_A450,3.992,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c30,NetTow,vertical net tow,32,14.04,12:46 PM,,200 µm,ECHI1712_echinoidea_A450,0.938,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c30,NetTow,vertical net tow,32,14.04,12:46 PM,,200 µm,BRAC2467_brachyura_A450,0.045,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c30,NetTow,vertical net tow,32,14.04,12:46 PM,,200 µm,ANOM2380_anomura_A450,0.090,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c31,NetTow,vertical net tow,15,7.01,2:10 PM,,200 µm,B1006_barnacles_A650,0.253,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c31,NetTow,vertical net tow,15,7.01,2:10 PM,,200 µm,M2B_mussels_A650,0.050,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c31,NetTow,vertical net tow,15,7.01,2:10 PM,,200 µm,CAL903_calanoida_A650,0.099,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c31,NetTow,vertical net tow,15,7.01,2:10 PM,,200 µm,CAL1939_calanoida_A650,2.445,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c31,NetTow,vertical net tow,15,7.01,2:10 PM,,200 µm,POD1951_podoplea_A650,0.136,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c31,NetTow,vertical net tow,15,7.01,2:10 PM,,200 µm,OS1022_polychaeta_A650,0.097,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c31,NetTow,vertical net tow,15,7.01,2:10 PM,,200 µm,SAB1182_sabellariidae_A650,1.888,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c31,NetTow,vertical net tow,15,7.01,2:10 PM,,200 µm,SPI1181_spionidae_A650,0.035,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c31,NetTow,vertical net tow,15,7.01,2:10 PM,,200 µm,TUNI931_tunicata_A650,2.601,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c31,NetTow,vertical net tow,15,7.01,2:10 PM,,200 µm,ECHI1712_echinoidea_A650,0.125,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c31,NetTow,vertical net tow,15,7.01,2:10 PM,,200 µm,BRAC2467_brachyura_A650,0.035,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c31,NetTow,vertical net tow,15,7.01,2:10 PM,,200 µm,ANOM2380_anomura_A650,0.037,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c31,NetTow,vertical net tow,15,7.01,2:10 PM,,200 µm,B1006_barnacles_A450,0.511,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c31,NetTow,vertical net tow,15,7.01,2:10 PM,,200 µm,M2B_mussels_A450,0.079,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c31,NetTow,vertical net tow,15,7.01,2:10 PM,,200 µm,CAL903_calanoida_A450,0.180,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c31,NetTow,vertical net tow,15,7.01,2:10 PM,,200 µm,CAL1939_calanoida_A450,3.902,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c31,NetTow,vertical net tow,15,7.01,2:10 PM,,200 µm,POD1951_podoplea_A450,0.259,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c31,NetTow,vertical net tow,15,7.01,2:10 PM,,200 µm,OS1022_polychaeta_A450,0.181,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c31,NetTow,vertical net tow,15,7.01,2:10 PM,,200 µm,SAB1182_sabellariidae_A450,3.976,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c31,NetTow,vertical net tow,15,7.01,2:10 PM,,200 µm,SPI1181_spionidae_A450,0.045,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c31,NetTow,vertical net tow,15,7.01,2:10 PM,,200 µm,TUNI931_tunicata_A450,3.911,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c31,NetTow,vertical net tow,15,7.01,2:10 PM,,200 µm,ECHI1712_echinoidea_A450,0.239,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c31,NetTow,vertical net tow,15,7.01,2:10 PM,,200 µm,BRAC2467_brachyura_A450,0.045,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c31,NetTow,vertical net tow,15,7.01,2:10 PM,,200 µm,ANOM2380_anomura_A450,0.051,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c32,NetTow,vertical net tow,15,6.64,7:51 AM,,200 µm,B1006_barnacles_A650,0.641,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c32,NetTow,vertical net tow,15,6.64,7:51 AM,,200 µm,M2B_mussels_A650,0.069,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c32,NetTow,vertical net tow,15,6.64,7:51 AM,,200 µm,CAL903_calanoida_A650,0.230,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c32,NetTow,vertical net tow,15,6.64,7:51 AM,,200 µm,CAL1939_calanoida_A650,2.022,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c32,NetTow,vertical net tow,15,6.64,7:51 AM,,200 µm,POD1951_podoplea_A650,0.198,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c32,NetTow,vertical net tow,15,6.64,7:51 AM,,200 µm,OS1022_polychaeta_A650,0.190,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c32,NetTow,vertical net tow,15,6.64,7:51 AM,,200 µm,SAB1182_sabellariidae_A650,3.561,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c32,NetTow,vertical net tow,15,6.64,7:51 AM,,200 µm,SPI1181_spionidae_A650,0.040,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c32,NetTow,vertical net tow,15,6.64,7:51 AM,,200 µm,TUNI931_tunicata_A650,4.000,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c32,NetTow,vertical net tow,15,6.64,7:51 AM,,200 µm,ECHI1712_echinoidea_A650,0.132,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c32,NetTow,vertical net tow,15,6.64,7:51 AM,,200 µm,BRAC2467_brachyura_A650,0.036,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c32,NetTow,vertical net tow,15,6.64,7:51 AM,,200 µm,ANOM2380_anomura_A650,0.037,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c32,NetTow,vertical net tow,15,6.64,7:51 AM,,200 µm,B1006_barnacles_A450,1.328,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c32,NetTow,vertical net tow,15,6.64,7:51 AM,,200 µm,M2B_mussels_A450,0.120,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c32,NetTow,vertical net tow,15,6.64,7:51 AM,,200 µm,CAL903_calanoida_A450,0.463,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c32,NetTow,vertical net tow,15,6.64,7:51 AM,,200 µm,CAL1939_calanoida_A450,4.000,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c32,NetTow,vertical net tow,15,6.64,7:51 AM,,200 µm,POD1951_podoplea_A450,0.395,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c32,NetTow,vertical net tow,15,6.64,7:51 AM,,200 µm,OS1022_polychaeta_A450,0.382,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c32,NetTow,vertical net tow,15,6.64,7:51 AM,,200 µm,SAB1182_sabellariidae_A450,3.873,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c32,NetTow,vertical net tow,15,6.64,7:51 AM,,200 µm,SPI1181_spionidae_A450,0.054,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c32,NetTow,vertical net tow,15,6.64,7:51 AM,,200 µm,TUNI931_tunicata_A450,3.986,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c32,NetTow,vertical net tow,15,6.64,7:51 AM,,200 µm,ECHI1712_echinoidea_A450,0.250,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c32,NetTow,vertical net tow,15,6.64,7:51 AM,,200 µm,BRAC2467_brachyura_A450,0.046,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c32,NetTow,vertical net tow,15,6.64,7:51 AM,,200 µm,ANOM2380_anomura_A450,0.048,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c33,NetTow,vertical net tow,25,9.12,9:24 AM,,200 µm,B1006_barnacles_A650,0.069,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c33,NetTow,vertical net tow,25,9.12,9:24 AM,,200 µm,M2B_mussels_A650,0.056,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c33,NetTow,vertical net tow,25,9.12,9:24 AM,,200 µm,CAL903_calanoida_A650,0.268,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c33,NetTow,vertical net tow,25,9.12,9:24 AM,,200 µm,CAL1939_calanoida_A650,4.000,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c33,NetTow,vertical net tow,25,9.12,9:24 AM,,200 µm,POD1951_podoplea_A650,0.358,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c33,NetTow,vertical net tow,25,9.12,9:24 AM,,200 µm,OS1022_polychaeta_A650,0.354,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c33,NetTow,vertical net tow,25,9.12,9:24 AM,,200 µm,SAB1182_sabellariidae_A650,4.000,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c33,NetTow,vertical net tow,25,9.12,9:24 AM,,200 µm,SPI1181_spionidae_A650,0.037,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c33,NetTow,vertical net tow,25,9.12,9:24 AM,,200 µm,TUNI931_tunicata_A650,0.768,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c33,NetTow,vertical net tow,25,9.12,9:24 AM,,200 µm,ECHI1712_echinoidea_A650,0.148,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c33,NetTow,vertical net tow,25,9.12,9:24 AM,,200 µm,BRAC2467_brachyura_A650,0.035,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c33,NetTow,vertical net tow,25,9.12,9:24 AM,,200 µm,ANOM2380_anomura_A650,0.057,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c33,NetTow,vertical net tow,25,9.12,9:24 AM,,200 µm,B1006_barnacles_A450,0.114,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c33,NetTow,vertical net tow,25,9.12,9:24 AM,,200 µm,M2B_mussels_A450,0.087,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c33,NetTow,vertical net tow,25,9.12,9:24 AM,,200 µm,CAL903_calanoida_A450,0.537,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c33,NetTow,vertical net tow,25,9.12,9:24 AM,,200 µm,CAL1939_calanoida_A450,4.000,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c33,NetTow,vertical net tow,25,9.12,9:24 AM,,200 µm,POD1951_podoplea_A450,0.718,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c33,NetTow,vertical net tow,25,9.12,9:24 AM,,200 µm,OS1022_polychaeta_A450,0.730,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c33,NetTow,vertical net tow,25,9.12,9:24 AM,,200 µm,SAB1182_sabellariidae_A450,4.000,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c33,NetTow,vertical net tow,25,9.12,9:24 AM,,200 µm,SPI1181_spionidae_A450,0.046,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c33,NetTow,vertical net tow,25,9.12,9:24 AM,,200 µm,TUNI931_tunicata_A450,1.600,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c33,NetTow,vertical net tow,25,9.12,9:24 AM,,200 µm,ECHI1712_echinoidea_A450,0.286,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c33,NetTow,vertical net tow,25,9.12,9:24 AM,,200 µm,BRAC2467_brachyura_A450,0.045,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c33,NetTow,vertical net tow,25,9.12,9:24 AM,,200 µm,ANOM2380_anomura_A450,0.091,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c34,NetTow,vertical net tow,32,12.96,10:59 AM,,200 µm,B1006_barnacles_A650,0.078,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c34,NetTow,vertical net tow,32,12.96,10:59 AM,,200 µm,M2B_mussels_A650,0.068,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c34,NetTow,vertical net tow,32,12.96,10:59 AM,,200 µm,CAL903_calanoida_A650,1.521,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c34,NetTow,vertical net tow,32,12.96,10:59 AM,,200 µm,CAL1939_calanoida_A650,4.000,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c34,NetTow,vertical net tow,32,12.96,10:59 AM,,200 µm,POD1951_podoplea_A650,0.403,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c34,NetTow,vertical net tow,32,12.96,10:59 AM,,200 µm,OS1022_polychaeta_A650,0.273,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c34,NetTow,vertical net tow,32,12.96,10:59 AM,,200 µm,SAB1182_sabellariidae_A650,1.208,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c34,NetTow,vertical net tow,32,12.96,10:59 AM,,200 µm,SPI1181_spionidae_A650,0.038,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c34,NetTow,vertical net tow,32,12.96,10:59 AM,,200 µm,TUNI931_tunicata_A650,3.649,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c34,NetTow,vertical net tow,32,12.96,10:59 AM,,200 µm,ECHI1712_echinoidea_A650,0.639,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c34,NetTow,vertical net tow,32,12.96,10:59 AM,,200 µm,BRAC2467_brachyura_A650,0.035,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c34,NetTow,vertical net tow,32,12.96,10:59 AM,,200 µm,ANOM2380_anomura_A650,0.049,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c34,NetTow,vertical net tow,32,12.96,10:59 AM,,200 µm,B1006_barnacles_A450,0.138,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c34,NetTow,vertical net tow,32,12.96,10:59 AM,,200 µm,M2B_mussels_A450,0.118,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c34,NetTow,vertical net tow,32,12.96,10:59 AM,,200 µm,CAL903_calanoida_A450,3.047,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c34,NetTow,vertical net tow,32,12.96,10:59 AM,,200 µm,CAL1939_calanoida_A450,4.000,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c34,NetTow,vertical net tow,32,12.96,10:59 AM,,200 µm,POD1951_podoplea_A450,0.827,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c34,NetTow,vertical net tow,32,12.96,10:59 AM,,200 µm,OS1022_polychaeta_A450,0.554,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c34,NetTow,vertical net tow,32,12.96,10:59 AM,,200 µm,SAB1182_sabellariidae_A450,2.476,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c34,NetTow,vertical net tow,32,12.96,10:59 AM,,200 µm,SPI1181_spionidae_A450,0.049,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c34,NetTow,vertical net tow,32,12.96,10:59 AM,,200 µm,TUNI931_tunicata_A450,4.000,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c34,NetTow,vertical net tow,32,12.96,10:59 AM,,200 µm,ECHI1712_echinoidea_A450,1.326,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c34,NetTow,vertical net tow,32,12.96,10:59 AM,,200 µm,BRAC2467_brachyura_A450,0.046,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c34,NetTow,vertical net tow,32,12.96,10:59 AM,,200 µm,ANOM2380_anomura_A450,0.076,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c35,NetTow,vertical net tow,32,13.50,12:59 AM,,200 µm,B1006_barnacles_A650,0.098,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c35,NetTow,vertical net tow,32,13.50,12:59 AM,,200 µm,M2B_mussels_A650,0.068,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c35,NetTow,vertical net tow,32,13.50,12:59 AM,,200 µm,CAL903_calanoida_A650,0.936,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c35,NetTow,vertical net tow,32,13.50,12:59 AM,,200 µm,CAL1939_calanoida_A650,4.000,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c35,NetTow,vertical net tow,32,13.50,12:59 AM,,200 µm,POD1951_podoplea_A650,0.248,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c35,NetTow,vertical net tow,32,13.50,12:59 AM,,200 µm,OS1022_polychaeta_A650,0.296,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c35,NetTow,vertical net tow,32,13.50,12:59 AM,,200 µm,SAB1182_sabellariidae_A650,3.540,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c35,NetTow,vertical net tow,32,13.50,12:59 AM,,200 µm,SPI1181_spionidae_A650,0.039,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c35,NetTow,vertical net tow,32,13.50,12:59 AM,,200 µm,TUNI931_tunicata_A650,0.776,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c35,NetTow,vertical net tow,32,13.50,12:59 AM,,200 µm,ECHI1712_echinoidea_A650,1.752,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c35,NetTow,vertical net tow,32,13.50,12:59 AM,,200 µm,BRAC2467_brachyura_A650,0.039,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c35,NetTow,vertical net tow,32,13.50,12:59 AM,,200 µm,ANOM2380_anomura_A650,0.064,OD A650 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c35,NetTow,vertical net tow,32,13.50,12:59 AM,,200 µm,B1006_barnacles_A450,0.177,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c35,NetTow,vertical net tow,32,13.50,12:59 AM,,200 µm,M2B_mussels_A450,0.115,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c35,NetTow,vertical net tow,32,13.50,12:59 AM,,200 µm,CAL903_calanoida_A450,1.929,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c35,NetTow,vertical net tow,32,13.50,12:59 AM,,200 µm,CAL1939_calanoida_A450,4.000,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c35,NetTow,vertical net tow,32,13.50,12:59 AM,,200 µm,POD1951_podoplea_A450,0.499,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
simz2013c35,NetTow,vertical net tow,32,13.50,12:59 AM,,200 µm,OS1022_polychaeta_A450,0.601,OD A450 nm,Vrijenhoek,Harvey,Sandwich Hybridization Assay,,
